ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Today's date,Tree ID,Other - Tree ID,"If Tree ID marked as 'Other', please explain",Species,Other - Species,Leafout Tracking - Blue Oaks,Leafout Tracking - Live Oaks,Percent Brown,Mistletoe,Lichen Survey,How robust is the lichen on the tree? ,General phenology,Notes,Tree DBH (diameter at nail),General phenology,Acorn survey side 1,Acorn survey side 2,x,y
74,ec9f8b40-18b1-426d-abc5-0ca327c2dc95,4/12/2024 9:42:32 PM,,4/12/2024 9:42:32 PM,,4/12/2024 7:00:00 PM,2343,,,Blue Oak,,6,,0%,,11%-20%,Lichen is wispy or mostly small,,,,"Leaves,Increasing_leaf_size,Colored_leaves,Flowers_or_flower_buds",,,-120.04683911567,34.6915250991541
75,91ba0724-a7de-4408-8404-2dc0669d1818,4/12/2024 9:42:37 PM,,4/12/2024 9:42:37 PM,,4/12/2024 7:00:00 PM,2377,,,Live Oak,,,8,<5%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,,,,"Leaves,Increasing_leaf_size,Colored_leaves,Flowers_or_flower_buds",,,-120.047776557477,34.6907555878734
76,6f413384-c5a4-461d-8c6b-345084038752,4/12/2024 9:42:41 PM,,4/12/2024 9:42:41 PM,,4/12/2024 7:00:00 PM,2380,,,Live Oak,,,7,0%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,,,,"Leaves,Increasing_leaf_size,Colored_leaves,Flowers_or_flower_buds",,,-120.04786857209,34.6907515748761
77,0810269d-213b-4ad6-8055-201be5b02562,4/12/2024 10:50:17 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:50:17 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2051,PL,Blue Oak,,7,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.033029371646,34.74240861023
78,1dafd315-0e52-44f1-883e-4411ac9257f3,4/12/2024 10:50:31 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:50:31 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2050,PL,Blue Oak,,5,,0%,9,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.033054996393,34.7423836632851
79,341b8e14-93d0-4e1d-bd84-709794e0c97b,4/12/2024 10:50:43 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:50:43 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,PL,2041,Blue Oak,,4,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds",,,-120.040676203568,34.7422216198191
80,9916b8b5-0181-4dc3-85d5-50861298ccfc,4/12/2024 10:51:04 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:51:04 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2040,PL,Blue Oak,,6,,0%,3,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.040557076301,34.7421871480286
81,68c05b92-b4ae-4b64-812f-5b4ae2ae177b,4/12/2024 10:51:14 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:51:14 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2042,PL,Blue Oak,,8,,0%,0,< 10% of branch surface area ha,,,Flowers scenesence (dried),,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.040997002049,34.7429564419543
82,23987e21-67a6-4799-8372-b96543348dfd,4/12/2024 10:51:23 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:51:23 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2044,PL,Blue Oak,,5,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.041022228466,34.7429918621713
83,1dc1e125-0790-497f-9a70-7f0eb76c6ec7,4/12/2024 10:51:45 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:51:45 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2043,PL,Blue Oak,,8,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.041092423461,34.7429712745514
84,fcf27467-b9bd-4d38-9b28-91b7356093c4,4/12/2024 10:51:57 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:51:57 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2045,PL,Blue Oak,,5,,0%,0,< 10% of branch surface area ha,,,Black ants all over trunk and leaves,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.041129935048,34.7432975093087
85,a5bcf4da-ca5f-4314-afc1-65fdcde0ae32,4/12/2024 10:52:36 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:52:36 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2046,PL,Blue Oak,,5,,0%,1,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds",,,-120.041125906871,34.7433002372542
86,f43cda57-c16f-4e91-b452-7a9020a4880e,4/12/2024 10:52:47 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:52:47 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2047,PL,Blue Oak,,6,,0%,1,< 10% of branch surface area ha,,,Picture angle does not represent tree canopy,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds,Open_flowers",,,-120.041096395386,34.7433501953072
87,e7f79318-ae83-4e2b-8263-e78d16858717,4/12/2024 10:52:56 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:52:56 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2048,PL,Blue Oak,,9,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Flowers_or_flower_buds,Open_flowers",,,-120.041220318901,34.7433058044945
88,2ae5bda9-c284-4dec-b78d-ec12fa01a8a0,4/12/2024 10:53:02 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 10:53:02 PM,yoselyn_ramirez@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,other,2049,PL,Blue Oak,,4,,0%,0,< 10% of branch surface area ha,,,,,"Breaking_leaf_buds,Leaves,Increasing_leaf_size,Flowers_or_flower_buds",,,-120.041216014018,34.7432979377869
89,4fde434f-8469-4fac-b04a-b586f25cb3db,4/13/2024 1:41:40 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:40 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2028,,,Blue Oak,,7,,<5%,,26-50% of branch surface area,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.051478463564,34.6854500448535
90,d9a528e7-03c0-4214-98d2-bca8c5fd08b2,4/13/2024 1:41:45 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:45 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2030,,,Live Oak,,,5,20-30%,,10-25% of branch surface area,Lichen is wispy or mostly small,Increasing leaf size,One mistletoe bunch,,,,,-120.051712431954,34.6851839407573
91,69e8bd94-964e-46db-a785-3c539bd81f75,4/13/2024 1:41:46 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:46 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2031,,,Blue Oak,,5,,<5%,,10-25% of branch surface area,Lichen is wispy or mostly small,Increasing leaf size,,,,,,-120.052269481199,34.6847070576694
92,190b9f5d-cc95-40b2-95fc-00249fc1df9d,4/13/2024 1:41:47 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:47 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2029,,,Live Oak,,,6,10-20%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,Increasing leaf size,,,,,,-120.051382897016,34.685327888676
93,670c1c4f-dc8e-409e-9721-29d0f101e39d,4/13/2024 1:41:47 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:47 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2020,,,Blue Oak,,4,,<5%,,26-50% of branch surface area,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.05090237163,34.6862478824055
94,14b93369-528f-4c14-9e66-efb52a097d89,4/13/2024 1:41:48 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:48 AM,rcruggeri@umail.ucsb.edu_ucsb,,2025,,,Blue Oak,,8,,<5%,,51-75% of branch surface a,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.050914897131,34.6862574693518
95,f122a207-d3a3-4410-be80-64226d59b9fb,4/13/2024 1:41:49 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:49 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2026,,,Blue Oak,,7,,<5%,,51-75% of branch surface a,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.051046444621,34.6855250236951
96,dddf6ef9-7b52-4bc1-8c76-15f779056278,4/13/2024 1:41:49 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:49 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2027,,,Blue Oak,,7,,<5%,,76-100% of branch survace area,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.050908780545,34.6854455131289
97,88eba877-fcb4-4680-a068-2730569078ad,4/13/2024 1:41:50 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:50 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2021,,,Blue Oak,,6,,<5%,,26-50% of branch surface area,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.050853895004,34.6866733886097
98,90f2ed43-2187-4e1e-b101-d5bd4732d5ef,4/13/2024 1:41:50 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:50 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2022,,,Live Oak,,,8,5-10%,,10-25% of branch surface area,Lichen is wispy or mostly small,Increasing leaf size,,,,,,-120.050924197163,34.6869299923668
99,11303398-eed2-411f-be8b-764dbc39311e,4/13/2024 1:41:51 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:51 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2023,,,Live Oak,,,8,5-10%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,Increasing leaf size,,,,,,-120.050979049519,34.6871087679329
100,6325461f-0db9-4626-865a-c57e7d0de28f,4/13/2024 1:41:52 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:52 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2024,,,Blue Oak,,5,,<5%,,26-50% of branch surface area,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.05090111808,34.6871862366243
101,879f76c7-518b-4d57-b6b9-06ccc102720f,4/13/2024 1:41:52 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:52 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2010,,,Blue Oak,,5,,<5%,,26-50% of branch surface area,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.048165239985,34.6899866808825
102,225fdc8d-68fc-4af0-8270-a551c5fc7f7d,4/13/2024 1:41:53 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:53 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2382,,,Blue Oak,,5,,<5%,,10-25% of branch surface area,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.048039979778,34.6898810201958
103,f8e058c1-5f06-4a98-bc90-566cdfbbc294,4/13/2024 1:41:53 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:53 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2381,,,Blue Oak,,4,,<5%,,76-100% of branch survace area,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.047889441609,34.689787217524
104,dec65163-f07e-49a4-b2fd-71b4aa629912,4/13/2024 1:41:54 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:54 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2384,,,Blue Oak,,6,,<5%,,51-75% of branch surface a,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.047755752186,34.6898607189446
105,66fd20fe-fd39-4882-8b28-ce335cdfc94e,4/13/2024 1:41:54 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:54 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2383,,,Blue Oak,,7,,<5%,,76-100% of branch survace area,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.047628953011,34.6894416474584
106,0ecace9c-e4f3-48f5-88f5-617c6a5d22a6,4/13/2024 1:41:55 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:55 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2011,,,Blue Oak,,8,,<5%,,10-25% of branch surface area,Lichen is wispy or mostly small,Increasing leaf size,,,,,,-120.047589310266,34.6898826042618
107,82267a98-67b8-4556-ba5f-714b81741807,4/13/2024 1:41:55 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:55 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2369,,,Blue Oak,,3,,5-10%,,51-75% of branch surface a,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.047286477485,34.690468928328
108,5bb1317a-805d-4200-b3bd-b3816f0c07e2,4/13/2024 1:41:56 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:56 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2376,,,Live Oak,,,5,<5%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,Open flowers,,,,,,-120.047002429812,34.6905227640257
109,3fbd0f2c-5c32-446a-8199-8bd42b5c9082,4/13/2024 1:41:56 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:56 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2367,,,Blue Oak,,5,,<5%,,51-75% of branch surface a,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.04734726163,34.6904229452192
110,171e8b5a-5599-4e33-a0f4-0c8ce700e1bd,4/13/2024 1:41:57 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:57 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2365,,,Blue Oak,,4,,<5%,,51-75% of branch surface a,Lichen biomass is similar to le,Increasing leaf size,,,,,,-120.047349382433,34.6904179611255
111,29416f88-86ee-4d79-943c-3d4bb628101b,4/13/2024 1:41:57 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:57 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2360,,,Blue Oak,,5,,<5%,,26-50% of branch surface area,Lichen contributes somewhat to,Increasing leaf size,,,,,,-120.047425935105,34.690451940102
112,a1efb2c4-915e-4c06-a451-63934b5057f3,4/13/2024 1:41:58 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:58 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2354,,,Live Oak,,,7,<5%,,10-25% of branch surface area,Lichen contributes somewhat to,Flowers or flower buds,,,,,,-120.047653063337,34.6906002683628
113,c0faaedc-1b00-4553-b8f4-e9f3a999586f,4/13/2024 1:41:58 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:58 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2352,,,Live Oak,,,6,10-20%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,Flowers or flower buds,,,,,,-120.047608646457,34.6906430993493
114,4e7978cd-32e4-442c-b660-492d3e7c9cee,4/13/2024 1:41:59 AM,rcruggeri@umail.ucsb.edu_ucsb,4/13/2024 1:41:59 AM,rcruggeri@umail.ucsb.edu_ucsb,4/12/2024 7:00:00 PM,2378,,,Blue Oak,,5,,<5%,,< 10% of branch surface area ha,Lichen is wispy or mostly small,Flowers or flower buds,all trees rayna has done today were flowering,,,,,-120.047924112929,34.6907318351318
115,f6ff8562-5438-4e8c-9f85-9a99489f63f3,7/10/2024 4:25:27 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:27 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2091,,,Live Oak,,,10,5-10%,,< 10% of branch surface area ha,,,chose “increasing leaf size” bc there’s no option for fully flushed leaves that haven’t turned color yet,,Increasing_leaf_size,,,-120.040000147052,34.7177777560618
116,536c3b4f-6d88-4e07-a075-b8e21c488c7f,7/10/2024 4:25:29 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:29 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2092,,,Live Oak,,,10,10-20%,,< 10% of branch surface area ha,,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.04030367635,34.7181081394344
117,d0227209-a66a-4da9-afb8-259977476817,7/10/2024 4:25:30 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:30 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2086,,,Blue Oak,,9,,<5%,,41-50%,Lichen volume is about 25% of l,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.040600306433,34.7184176534899
118,e796530b-f04e-4016-8b16-bec2b1de957c,7/10/2024 4:25:31 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:31 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2089,,,Live Oak,,,10,10-20%,,< 10% of branch surface area ha,,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.040707311326,34.7186251743554
119,90e73371-d35a-41ed-94af-eba46178352f,7/10/2024 4:25:33 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:33 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2090,,,Blue Oak,,10,,5-10%,,31-40%,Lichen is wispy or mostly small,,leaves fully flushed but not changed color yet. biggest blue oak i’ve ever seen!,,Choice_9,,,-120.04034267429,34.7184288785589
120,14005f90-eb7c-4b41-9e6e-0155e13c0c52,7/10/2024 4:25:34 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:34 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2085,,,Blue Oak,,10,,20-30%,,21-30%,Lichen is wispy or mostly small,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.041508659726,34.7183380051583
121,4f44ded3-86f3-4058-b1a5-1eef0b3a0841,7/10/2024 4:25:37 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:37 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2088,,,Blue Oak,,10,,<5%,,51-60%,Lichen volume is about 25% of l,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.041018353911,34.7179563875722
122,230a93b1-e8e9-4c0b-8a02-d6b068c4375b,7/10/2024 4:25:38 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:38 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2093,,,Live Oak,,,9,<5%,,21-30%,Lichen volume is about 25% of l,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.041015100684,34.7179607874137
123,aff63d78-254c-45cb-91f8-a82ab70066d2,7/10/2024 4:25:40 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:40 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2370,,,Blue Oak,,10,,10-20%,9,71-80%,Lichen volume is similar to lea,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.046102878439,34.6917770516304
124,f2d04e0d-6fbe-4c87-bf35-333099a5106b,7/10/2024 4:25:42 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:42 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2345,,,Live Oak,,,8,<5%,,11%-20%,Lichen is wispy or mostly small,,,,Increasing_leaf_size,,,-120.046129402805,34.6918125667092
125,00d9ee43-b37f-4f99-a1c8-2790658ab700,7/10/2024 4:25:44 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:44 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2371,,,Blue Oak,,9,,5-10%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.046037325552,34.6916068483025
126,0341c1e3-ff2e-402f-9a42-c6a39d20a923,7/10/2024 4:25:46 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:46 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2372,,,Blue Oak,,9,,<5%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.046070007236,34.6914982673359
127,616fb8b2-dccf-4eaf-8df2-2f33250b3c2e,7/10/2024 4:25:49 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:49 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2375,,,Blue Oak,,10,,5-10%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but not changed color yet,,Choice_9,,,-120.046597271585,34.691869625302
128,51cc4d6e-64fc-4b63-8394-46ffc5e7d26c,7/10/2024 4:25:51 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:51 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2009,,,Blue Oak,,10,,10-20%,,31-40%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.046853653272,34.6918620836205
129,c17da8b0-2498-45cc-aee0-2ec20474efce,7/10/2024 4:25:52 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:52 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2347,,,Blue Oak,,10,,<5%,,41-50%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,"Increasing_leaf_size,Choice_9",,,-120.046805113595,34.691723910001
130,e5d8a2e5-323c-4f7f-815b-507cd7e475e6,7/10/2024 4:25:55 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:55 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2343,,,Blue Oak,,10,,5-10%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.046794852195,34.6917245437735
131,93f4e6de-3bcc-4fd4-af43-3b39d3dd17e8,7/10/2024 4:25:56 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:56 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2343,,,Live Oak,,,10,<5%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.046750448706,34.6915483196047
132,745057cb-c96c-4618-9cca-25cb5d840ad3,7/10/2024 4:25:59 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:25:59 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2301,,,Live Oak,,,10,10-20%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet. double flush!!,,Choice_9,,,-120.04632548371,34.6911149523055
133,5cec4946-39b9-4573-ad6c-746ec3669923,7/10/2024 4:26:01 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:01 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2331,,,Live Oak,,,9,10-20%,,71-80%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Increasing_leaf_size,,,-120.046140566024,34.6910371926784
134,a9825c5f-2393-4d57-929b-6db01f24731f,7/10/2024 4:26:03 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:03 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2376,,,Live Oak,,,10,5-10%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet. HUGE leaves!,,Choice_9,,,-120.046899292514,34.6905705717044
135,a4087b68-d7dc-449f-a9b2-756a58f91922,7/10/2024 4:26:05 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:05 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2369,,,Blue Oak,,8,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047243205861,34.6905006767935
136,4377213a-54e3-4425-81ea-0c5a78802f60,7/10/2024 4:26:06 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:06 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2367,,,Blue Oak,,7,,10-20%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet. small leaves. pretty brown,,"Colored_leaves,Choice_9",,,-120.047308398118,34.6904892618649
137,7e56b0f2-7305-4d3b-a8ac-2b1c50af7828,7/10/2024 4:26:08 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:08 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2365,,,Blue Oak,,8,,<5%,,61-70%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047306649822,34.6904981282039
138,5a42c78b-38bc-483c-88b5-19c57f611cd2,7/10/2024 4:26:11 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:11 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2360,,,Blue Oak,,7,,5-10%,,71-80%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047378700509,34.6905094897078
139,56d908b8-abc0-4f07-b649-2eada2e66d92,7/10/2024 4:26:13 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:13 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2354,,,Live Oak,,,10,10-20%,,21-30%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047519328148,34.6906177026394
