"TOA5","1","CR300","31189","CR300.Std.10.06","CPU:Implexx 08 Sap Flow Sensors Program v3 SW12.CR300","43341","Stem_Temp_Data"
"TIMESTAMP","RECORD","Pre_Temp_Down_Outer_a","Max_Temp_Down_Outer_a","Post_Temp_Down_Outer_a","Pre_Temp_Upper_Outer_a","Max_Temp_Upper_Outer_a","Post_Temp_Upper_Outer_a","Pre_Temp_Down_Inner_a","Max_Temp_Down_Inner_a","Post_Temp_Down_Inner_a","Pre_Temp_Upper_Inner_a","Max_Temp_Upper_Inner_a","Post_Temp_Upper_Inner_a","Pre_Temp_Down_Outer_b","Max_Temp_Down_Outer_b","Post_Temp_Down_Outer_b","Pre_Temp_Upper_Outer_b","Max_Temp_Upper_Outer_b","Post_Temp_Upper_Outer_b","Pre_Temp_Down_Inner_b","Max_Temp_Down_Inner_b","Post_Temp_Down_Inner_b","Pre_Temp_Upper_Inner_b","Max_Temp_Upper_Inner_b","Post_Temp_Upper_Inner_b","Pre_Temp_Down_Outer_c","Max_Temp_Down_Outer_c","Post_Temp_Down_Outer_c","Pre_Temp_Upper_Outer_c","Max_Temp_Upper_Outer_c","Post_Temp_Upper_Outer_c","Pre_Temp_Down_Inner_c","Max_Temp_Down_Inner_c","Post_Temp_Down_Inner_c","Pre_Temp_Upper_Inner_c","Max_Temp_Upper_Inner_c","Post_Temp_Upper_Inner_c","Pre_Temp_Down_Outer_d","Max_Temp_Down_Outer_d","Post_Temp_Down_Outer_d","Pre_Temp_Upper_Outer_d","Max_Temp_Upper_Outer_d","Post_Temp_Upper_Outer_d","Pre_Temp_Down_Inner_d","Max_Temp_Down_Inner_d","Post_Temp_Down_Inner_d","Pre_Temp_Upper_Inner_d","Max_Temp_Upper_Inner_d","Post_Temp_Upper_Inner_d","Pre_Temp_Down_Outer_e","Max_Temp_Down_Outer_e","Post_Temp_Down_Outer_e","Pre_Temp_Upper_Outer_e","Max_Temp_Upper_Outer_e","Post_Temp_Upper_Outer_e","Pre_Temp_Down_Inner_e","Max_Temp_Down_Inner_e","Post_Temp_Down_Inner_e","Pre_Temp_Upper_Inner_e","Max_Temp_Upper_Inner_e","Post_Temp_Upper_Inner_e","Pre_Temp_Down_Outer_f","Max_Temp_Down_Outer_f","Post_Temp_Down_Outer_f","Pre_Temp_Upper_Outer_f","Max_Temp_Upper_Outer_f","Post_Temp_Upper_Outer_f","Pre_Temp_Down_Inner_f","Max_Temp_Down_Inner_f","Post_Temp_Down_Inner_f","Pre_Temp_Upper_Inner_f","Max_Temp_Upper_Inner_f","Post_Temp_Upper_Inner_f","Pre_Temp_Down_Outer_g","Max_Temp_Down_Outer_g","Post_Temp_Down_Outer_g","Pre_Temp_Upper_Outer_g","Max_Temp_Upper_Outer_g","Post_Temp_Upper_Outer_g","Pre_Temp_Down_Inner_g","Max_Temp_Down_Inner_g","Post_Temp_Down_Inner_g","Pre_Temp_Upper_Inner_g","Max_Temp_Upper_Inner_g","Post_Temp_Upper_Inner_g","Pre_Temp_Down_Outer_h","Max_Temp_Down_Outer_h","Post_Temp_Down_Outer_h","Pre_Temp_Upper_Outer_h","Max_Temp_Upper_Outer_h","Post_Temp_Upper_Outer_h","Pre_Temp_Down_Inner_h","Max_Temp_Down_Inner_h","Post_Temp_Down_Inner_h","Pre_Temp_Upper_Inner_h","Max_Temp_Upper_Inner_h","Post_Temp_Upper_Inner_h"
"2022-07-27 10:45:00",847,21.656,0.419,22.062,21.71,0.379,22.049,20.997,0.332,21.311,21.025,0.344,21.334,20.918,0.3,21.214,21.06,0.375,21.397,20.461,0.237,20.696,20.491,0.327,20.775,24.403,-99,24.738,24.279,0.291,24.548,23.158,0.297,23.445,23.2,0.299,23.425,22.517,0.383,22.889,22.392,0.261,22.644,21.72,0.368,22.055,21.592,0.223,21.796,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 11:00:00",848,22.157,0.413,22.556,22.201,0.379,22.536,21.408,0.332,21.722,21.433,0.344,21.742,21.233,0.305,21.535,21.381,0.377,21.722,20.753,-99,20.991,20.788,0.327,21.073,24.514,0.282,24.788,24.459,0.267,24.688,23.404,0.29,23.683,23.449,0.295,23.663,23.091,0.378,23.456,22.948,0.252,23.189,22.18,0.373,22.519,22.041,0.222,22.243,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 11:15:00",849,22.696,0.41,23.089,22.735,0.381,23.073,21.837,0.332,22.152,21.853,0.345,22.163,21.576,0.303,21.875,21.732,0.377,22.073,21.076,-99,21.314,21.108,0.327,21.393,24.936,0.305,25.235,24.901,0.285,25.155,23.686,0.301,23.977,23.746,0.301,23.974,23.734,0.362,24.075,23.57,0.244,23.799,22.689,0.372,23.027,22.531,0.223,22.735,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 11:30:00",850,23.144,0.399,23.525,23.169,0.37,23.491,22.247,0.328,22.556,22.254,0.341,22.559,21.944,0.303,22.244,22.108,0.377,22.45,21.407,-99,21.645,21.435,0.324,21.719,25.127,0.312,25.434,25.061,0.282,25.315,23.942,0.29,24.223,23.996,0.292,24.211,24.138,0.379,24.504,23.954,0.251,24.197,23.08,0.369,23.416,22.918,0.217,23.115,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 11:45:00",851,23.486,0.404,23.869,23.532,0.373,23.851,22.604,0.333,22.916,22.611,0.347,22.919,22.299,0.301,22.596,22.492,0.379,22.833,21.75,-99,21.987,21.778,0.328,22.065,25.396,0.313,25.705,25.334,0.289,25.595,24.179,0.293,24.462,24.231,0.298,24.453,24.589,0.361,24.93,24.42,0.232,24.633,23.527,0.369,23.858,23.362,0.215,23.552,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 12:00:00",852,23.847,0.394,24.219,23.873,0.369,24.191,22.934,0.327,23.241,22.936,0.339,23.237,22.682,0.306,22.984,22.908,0.38,23.253,22.092,-99,22.333,22.129,0.331,22.42,25.631,0.304,25.929,25.561,0.287,25.821,24.396,0.291,24.676,24.445,0.298,24.669,24.893,0.352,25.223,24.728,0.234,24.944,23.875,0.363,24.2,23.714,0.216,23.908,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 12:15:00",853,24.153,0.39,24.52,24.191,0.364,24.503,23.24,0.325,23.544,23.24,0.339,23.541,22.997,0.294,23.286,23.23,0.371,23.561,22.426,-99,22.661,22.479,0.327,22.764,26.042,0.312,26.35,25.97,0.294,26.241,24.674,0.294,24.959,24.732,0.298,24.961,25.279,0.365,25.627,25.102,0.243,25.33,24.228,0.366,24.558,24.068,0.216,24.262,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 12:30:00",854,24.506,0.388,24.874,24.539,0.361,24.848,23.552,0.323,23.855,23.549,0.335,23.847,23.275,0.292,23.562,23.509,0.368,23.839,22.716,-99,22.949,22.779,0.324,23.061,26.415,-99,26.751,26.328,0.291,26.596,24.97,0.294,25.257,25.036,0.302,25.268,25.766,0.359,26.107,25.577,0.24,25.804,24.63,0.363,24.958,24.46,0.215,24.655,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 12:45:00",855,24.96,0.394,25.331,24.973,0.373,25.294,23.922,0.327,24.229,23.906,0.34,24.209,23.6,0.298,23.894,23.83,0.375,24.168,23.026,-99,23.263,23.088,0.327,23.374,26.965,0.299,27.257,26.84,0.3,27.119,25.327,0.297,25.618,25.403,0.312,25.654,26.311,0.362,26.656,26.098,0.249,26.332,25.065,0.372,25.404,24.882,0.223,25.084,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 13:00:00",856,25.221,0.389,25.588,25.254,0.365,25.562,24.229,0.32,24.528,24.217,0.335,24.513,23.877,0.289,24.161,24.113,0.368,24.441,23.324,0.232,23.554,23.391,0.324,23.672,27.121,0.302,27.419,27.052,0.291,27.317,25.629,0.285,25.907,25.71,0.307,25.949,26.677,0.351,27.007,26.466,0.231,26.676,25.444,0.366,25.772,25.251,0.216,25.441,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 13:15:00",857,25.537,0.391,25.906,25.568,0.37,25.887,24.513,0.322,24.814,24.5,0.337,24.799,24.133,0.293,24.421,24.378,0.372,24.713,23.584,0.234,23.815,23.66,0.325,23.942,27.492,-99,27.815,27.36,0.289,27.625,25.903,0.29,26.186,25.974,0.305,26.208,27.162,-99,27.676,26.872,-99,27.152,25.802,0.377,26.157,25.598,0.229,25.809,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 13:30:00",858,25.781,0.385,26.144,25.815,0.365,26.124,24.789,0.32,25.087,24.779,0.334,25.073,24.445,0.297,24.738,24.724,0.376,25.064,23.873,-99,24.108,23.956,0.327,24.241,27.62,0.276,27.884,27.54,0.267,27.77,26.155,0.276,26.42,26.223,0.295,26.442,28.493,0.324,28.784,28.046,0.246,28.277,26.679,0.373,27.021,26.4,0.238,26.626,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 13:45:00",859,26.119,0.389,26.486,26.149,0.365,26.461,25.077,0.326,25.382,25.061,0.341,25.363,24.788,0.297,25.081,25.078,0.379,25.42,24.194,-99,24.43,24.281,0.326,24.566,27.845,0.308,28.151,27.735,0.291,28.003,26.34,0.283,26.614,26.407,0.304,26.643,28.642,0.344,28.969,28.295,0.239,28.517,27.072,0.359,27.395,26.837,0.216,27.032,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 14:00:00",860,26.409,0.39,26.778,26.438,0.37,26.757,25.361,0.325,25.665,25.348,0.34,25.649,25.115,0.302,25.412,25.422,0.379,25.766,24.509,-99,24.744,24.604,0.325,24.888,28.051,0.284,28.324,27.983,0.28,28.233,26.588,0.275,26.852,26.664,0.299,26.896,29.209,0.301,29.474,28.86,0.221,29.057,27.587,0.348,27.891,27.314,0.217,27.51,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 14:15:00",861,26.645,0.388,27.012,26.682,0.366,26.994,25.627,0.323,25.928,25.619,0.338,25.917,25.48,0.302,25.778,25.8,0.378,26.141,24.845,-99,25.082,24.94,0.329,25.228,28.636,0.296,28.925,28.47,0.285,28.725,26.895,0.285,27.172,26.967,0.306,27.202,29.764,-99,30.26,29.084,-99,29.363,27.875,0.384,28.236,27.568,0.222,27.771,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 14:30:00",862,26.869,0.379,27.225,26.907,0.361,27.215,25.872,0.318,26.168,25.868,0.332,26.161,25.814,0.298,26.108,26.131,0.373,26.468,25.177,-99,25.413,25.276,0.326,25.561,28.959,0.282,29.227,28.783,0.292,29.046,27.181,0.275,27.448,27.253,0.301,27.491,29.824,-99,30.265,29.386,0.224,29.594,28.25,0.351,28.563,27.959,0.205,28.137,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 14:45:00",863,27.003,0.377,27.356,27.068,0.353,27.366,26.082,0.314,26.373,26.091,0.329,26.379,26.147,0.291,26.433,26.476,0.365,26.803,25.51,-99,25.744,25.613,0.325,25.896,29.466,0.231,29.671,29.32,0.246,29.518,27.536,0.275,27.799,27.625,0.292,27.844,30.305,0.284,30.537,29.651,0.21,29.833,28.558,0.344,28.854,28.186,0.204,28.362,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 15:00:00",864,27.246,0.382,27.608,27.314,0.361,27.623,26.304,0.318,26.6,26.318,0.333,26.611,26.374,0.29,26.658,26.676,0.366,27.002,25.784,0.232,26.014,25.897,0.322,26.176,29.855,-99,30.2,29.659,0.325,29.975,27.773,0.297,28.064,27.866,0.313,28.118,31.225,-99,31.692,30.242,-99,30.558,28.942,0.392,29.316,28.513,0.249,28.755,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 15:15:00",865,27.521,0.384,27.883,27.586,0.361,27.892,26.561,0.32,26.859,26.576,0.334,26.87,26.637,0.294,26.926,26.942,0.37,27.274,26.051,0.235,26.284,26.165,0.325,26.447,30.301,0.261,30.547,30.137,0.271,30.374,28.185,0.283,28.458,28.291,0.306,28.528,32.114,-99,32.537,31.251,-99,31.53,29.771,0.374,30.121,29.359,0.234,29.583,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 15:30:00",866,27.644,0.376,27.993,27.714,0.359,28.017,26.766,0.315,27.057,26.788,0.33,27.075,26.826,0.283,27.102,27.1,0.359,27.416,26.291,0.228,26.517,26.411,0.321,26.686,31.136,0.333,31.467,30.922,0.318,31.225,28.595,0.302,28.891,28.723,0.318,28.982,33.408,0.388,33.791,32.346,-99,32.64,30.622,0.386,30.988,30.135,0.248,30.376,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 15:45:00",867,27.742,0.383,28.1,27.809,0.362,28.114,26.923,0.315,27.213,26.953,0.329,27.239,26.936,0.283,27.212,27.181,0.362,27.501,26.462,0.225,26.685,26.588,0.319,26.86,30.791,0.26,31.033,30.663,0.248,30.859,28.8,0.261,29.044,28.896,0.287,29.093,33.107,-99,33.541,32.591,0.244,32.828,31.04,0.357,31.361,30.67,0.213,30.862,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 16:00:00",868,27.789,0.379,28.138,27.869,0.358,28.165,27.054,0.312,27.34,27.095,0.326,27.377,27.076,0.283,27.352,27.31,0.36,27.627,26.629,0.226,26.852,26.758,0.318,27.029,30.208,0.214,30.384,30.149,0.215,30.292,28.661,0.254,28.892,28.732,0.277,28.906,34.277,0.37,34.634,33.35,0.251,33.593,31.697,0.372,32.038,31.22,0.231,31.434,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 16:15:00",869,27.719,0.365,28.053,27.805,0.351,28.091,27.111,0.305,27.388,27.163,0.32,27.438,27.152,0.278,27.423,27.355,0.356,27.669,26.76,0.22,26.977,26.892,0.312,27.156,29.904,0.239,30.117,29.902,0.241,30.088,28.494,0.262,28.738,28.568,0.286,28.767,34.629,0.29,34.886,33.743,0.216,33.933,32.149,0.348,32.456,31.655,0.22,31.856,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 16:30:00",870,27.637,0.37,27.977,27.732,0.351,28.018,27.132,0.306,27.41,27.198,0.321,27.472,27.246,0.279,27.518,27.437,0.358,27.753,26.882,0.221,27.1,27.014,0.314,27.28,29.169,0.229,29.369,29.146,0.232,29.319,28.262,0.252,28.492,28.293,0.279,28.476,34.25,0.221,34.38,33.649,0.17,33.76,32.289,0.327,32.55,31.849,0.202,32.014,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 16:45:00",871,27.558,0.362,27.889,27.663,0.344,27.941,27.143,0.303,27.417,27.221,0.317,27.49,27.361,0.275,27.628,27.55,0.352,27.857,27.012,0.219,27.227,27.145,0.311,27.408,28.639,0.24,28.856,28.622,0.24,28.808,27.998,0.25,28.228,28.011,0.281,28.2,32.666,0.26,32.875,32.433,0.163,32.537,31.665,0.31,31.902,31.393,0.175,31.518,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 17:00:00",872,27.45,0.367,27.787,27.55,0.35,27.84,27.123,0.305,27.398,27.208,0.319,27.479,27.411,0.279,27.682,27.575,0.36,27.89,27.103,0.219,27.319,27.237,0.314,27.501,28.24,0.262,28.486,28.229,0.261,28.446,27.778,0.253,28.012,27.78,0.288,27.981,32.918,0.373,33.287,32.391,0.264,32.648,31.483,0.359,31.805,31.173,0.223,31.374,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 17:15:00",873,27.419,0.363,27.752,27.52,0.351,27.811,27.118,0.306,27.395,27.206,0.32,27.478,27.514,0.285,27.793,27.702,0.371,28.033,27.203,0.223,27.423,27.338,0.316,27.607,27.938,0.26,28.178,27.932,0.261,28.145,27.604,0.251,27.837,27.598,0.286,27.797,33.596,0.333,33.909,33.038,0.237,33.26,31.901,0.354,32.214,31.55,0.222,31.751,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 17:30:00",874,27.292,0.36,27.62,27.39,0.351,27.681,27.085,0.303,27.358,27.178,0.318,27.447,27.635,0.274,27.9,27.814,0.36,28.128,27.333,0.219,27.548,27.471,0.313,27.735,27.524,0.258,27.763,27.52,0.257,27.734,27.384,0.248,27.611,27.361,0.284,27.559,32.681,0.263,32.888,32.389,0.157,32.488,31.752,0.311,31.985,31.463,0.175,31.588,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 17:45:00",875,27.145,0.351,27.458,27.234,0.348,27.519,27.024,0.301,27.292,27.118,0.317,27.385,27.595,0.265,27.849,27.718,0.353,28.021,27.373,0.212,27.58,27.517,0.308,27.773,27.176,0.256,27.414,27.183,0.262,27.403,27.162,0.245,27.387,27.13,0.287,27.333,30.865,0.25,31.052,30.787,0.159,30.883,30.816,0.3,31.025,30.632,0.161,30.737,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-27 18:00:00",876,26.938,0.352,27.257,27.029,0.347,27.317,26.913,0.297,27.178,27.014,0.313,27.277,27.505,0.263,27.758,27.592,0.348,27.892,27.354,0.208,27.558,27.502,0.305,27.754,26.905,0.259,27.148,26.921,0.261,27.141,26.966,0.243,27.191,26.928,0.286,27.13,30.289,0.273,30.514,30.155,0.205,30.324,30.179,0.313,30.426,30.018,0.188,30.168,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
